Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Doctor is ",Doctor,4,Hospital,4,absent,present,"[-15.630744934082031, -14.3360595703125, -16.502302169799805, -14.516538619995117, -14.661153793334961, -16.476341247558594, -15.844406127929688, -14.618026733398438, -14.510638236999512, -15.821884155273438, -15.254903793334961, -14.075700759887695, -16.478723526000977, -16.7999324798584, -15.55251693725586, -15.279106140136719, -16.309619903564453, -14.788568496704102, -16.197450637817383, -14.944703102111816, -15.550430297851562, -14.139434814453125, -17.401145935058594, -16.0186710357666, -15.323507308959961, -15.041852951049805, -14.983638763427734, -14.60580825805664, -16.711984634399414, -15.179490089416504, -14.917230606079102, -14.13218879699707, -15.730226516723633, -15.296588897705078, -14.669112205505371, -14.21238899230957, -11.907048225402832, -14.412065505981445, -16.47464370727539, -15.174579620361328, -15.243017196655273, -14.020825386047363, -13.350872039794922, -14.577598571777344, -15.214303970336914, -15.5516939163208, -17.128551483154297, -16.673107147216797, -15.357897758483887, -15.553815841674805]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Doctor is ",Doctor,4,Park,2,absent,absent,"[-16.90437126159668, -15.805218696594238, -16.26825523376465, -15.683670043945312, -14.110139846801758, -15.103466987609863, -13.345930099487305, -15.589422225952148, -16.835411071777344, -15.755524635314941, -16.624696731567383, -18.07233428955078, -16.677839279174805, -15.998275756835938, -15.932682037353516, -14.028995513916016, -14.746044158935547, -15.612608909606934, -14.962969779968262, -16.689510345458984, -19.68185806274414, -16.093643188476562, -16.08629608154297, -20.88703155517578, -16.54764175415039, -20.212677001953125, -15.373933792114258, -15.329047203063965, -16.349987030029297, -17.352264404296875, -16.12218475341797, -15.669453620910645, -16.393898010253906, -15.943967819213867, -15.659154891967773, -16.40196990966797, -16.189611434936523, -15.904085159301758, -16.87664222717285, -16.255889892578125, -15.353132247924805, -16.743785858154297, -16.47443962097168, -14.785433769226074, -15.67745590209961, -16.026283264160156, -14.552253723144531, -14.912280082702637, -15.841612815856934, -16.11302947998047]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Doctor is ",Doctor,4,Farm,2,absent,absent,"[-14.574281692504883, -15.167616844177246, -16.034225463867188, -15.236557006835938, -15.678779602050781, -15.516979217529297, -14.960000991821289, -17.55324935913086, -15.783409118652344, -15.539716720581055, -16.98766326904297, -15.138703346252441, -14.60954475402832, -14.426012992858887, -15.437509536743164, -16.734556198120117, -16.019794464111328, -15.584903717041016, -16.21475601196289, -15.773253440856934, -15.418729782104492, -19.116764068603516, -14.147637367248535, -15.217607498168945, -16.44908905029297, -14.24732780456543, -16.034900665283203, -14.831421852111816, -14.221803665161133, -16.987468719482422, -17.748260498046875, -15.76993465423584, -15.914701461791992, -15.5810546875, -16.074012756347656, -14.79874038696289, -14.389758110046387, -15.283909797668457, -15.790275573730469, -16.8460750579834, -17.974456787109375, -14.885711669921875, -14.698827743530273, -15.020577430725098, -15.075967788696289, -15.492308616638184, -15.967041015625, -15.377301216125488, -15.608190536499023, -14.897428512573242]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Doctor is ",Doctor,4,Church,6,absent,present,"[-13.465505599975586, -15.463706970214844, -15.678590774536133, -17.237079620361328, -14.392980575561523, -14.629642486572266, -16.15900993347168, -17.152414321899414, -15.048197746276855, -17.596616744995117, -15.455673217773438, -16.145549774169922, -15.894668579101562, -14.717248916625977, -14.54416275024414, -14.49759578704834, -15.55295181274414, -15.507232666015625, -15.690844535827637, -14.912715911865234, -16.53493309020996, -14.161343574523926, -16.977325439453125, -15.433062553405762, -15.388626098632812, -15.605979919433594, -16.226425170898438, -17.459774017333984, -15.37373161315918, -16.61392593383789, -17.057479858398438, -15.453128814697266, -15.62421989440918, -21.007200241088867, -15.329899787902832, -23.074453353881836, -17.148174285888672, -16.571884155273438, -14.792930603027344, -13.999876022338867, -16.093345642089844, -14.424419403076172, -15.049476623535156, -14.866575241088867, -15.168075561523438, -15.907032012939453, -16.335865020751953, -14.564483642578125, -15.031787872314453, -15.09715461730957]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Doctor is ",Doctor,4,School,2,absent,absent,"[-15.763689994812012, -15.528228759765625, -15.681745529174805, -15.981575012207031, -16.441062927246094, -15.395316123962402, -15.201094627380371, -16.268632888793945, -17.116973876953125, -15.097904205322266, -15.65194320678711, -15.867172241210938, -16.193815231323242, -15.614984512329102, -15.156246185302734, -15.935892105102539, -16.220458984375, -15.616803169250488, -17.090770721435547, -15.194392204284668, -15.9409761428833, -16.351430892944336, -17.235301971435547, -15.007737159729004, -16.15068817138672, -16.280776977539062, -17.657913208007812, -15.905378341674805, -16.231624603271484, -15.337237358093262, -15.281042098999023, -16.83129119873047, -17.110681533813477, -16.035131454467773, -15.74563980102539, -16.816997528076172, -14.29461669921875, -16.342182159423828, -13.75963020324707, -13.04263973236084, -15.019590377807617, -15.51269245147705, -14.547405242919922, -16.200822830200195, -15.451702117919922, -16.41708755493164, -15.656811714172363, -15.654385566711426, -18.007728576660156, -15.844682693481445]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Doctor is ",Doctor,4,Bank,0,absent,absent,"[-17.86591148376465, -18.143966674804688, -17.76378059387207, -18.245370864868164, -17.41521453857422, -16.527297973632812, -17.37847900390625, -16.5296573638916, -17.18375015258789, -16.361217498779297, -16.716203689575195, -17.738006591796875, -15.359086036682129, -18.476734161376953, -21.787517547607422, -16.89298439025879, -17.231550216674805, -17.559478759765625, -16.218358993530273, -17.504270553588867, -17.230005264282227, -16.097068786621094, -17.98137092590332, -16.330432891845703, -13.978080749511719, -15.780986785888672, -17.717090606689453, -17.76972198486328, -15.943063735961914, -15.930060386657715, -16.164043426513672, -15.132569313049316, -17.625837326049805, -18.028982162475586, -15.778555870056152, -16.426069259643555, -16.892879486083984, -15.759800910949707, -18.272403717041016, -15.160140991210938, -16.589845657348633, -17.344621658325195, -17.76784896850586, -16.66976547241211, -16.696393966674805, -17.773677825927734, -18.443477630615234, -16.95626449584961, -16.649269104003906, -17.522750854492188]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Doctor is ",Doctor,4,Hotel,2,absent,absent,"[-15.730669021606445, -13.608016967773438, -15.904511451721191, -16.976490020751953, -16.31636619567871, -16.548301696777344, -16.043664932250977, -15.741077423095703, -14.274511337280273, -14.857940673828125, -15.410310745239258, -16.49395179748535, -17.93136215209961, -15.294357299804688, -16.256088256835938, -14.940089225769043, -15.999968528747559, -14.884414672851562, -16.388046264648438, -15.600170135498047, -15.585351943969727, -16.33017921447754, -14.359395027160645, -16.394886016845703, -15.72157096862793, -16.619503021240234, -15.375175476074219, -17.052995681762695, -16.585308074951172, -17.06403923034668, -16.783428192138672, -16.50702667236328, -16.526769638061523, -15.64993953704834, -15.395403861999512, -15.329727172851562, -16.041255950927734, -15.860909461975098, -16.59024429321289, -14.643409729003906, -17.784299850463867, -17.494644165039062, -17.529951095581055, -15.747692108154297, -16.09553337097168, -14.254819869995117, -14.743616104125977, -15.775921821594238, -14.665473937988281, -16.113147735595703]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Doctor is ",Doctor,4,Restaurant,1,absent,absent,"[-9.387386322021484, -11.340272903442383, -10.318340301513672, -9.583074569702148, -11.352056503295898, -10.095077514648438, -13.22053337097168, -11.42336654663086, -9.347150802612305, -11.845855712890625, -15.703897476196289, -10.880199432373047, -13.399295806884766, -10.626605987548828, -13.00640869140625, -10.220651626586914, -11.892692565917969, -11.38176155090332, -10.801204681396484, -10.782936096191406, -11.33745002746582, -13.047988891601562, -11.767698287963867, -22.907546997070312, -11.329633712768555, -14.897857666015625, -11.666391372680664, -11.717079162597656, -13.334802627563477, -12.082921981811523, -10.626945495605469, -18.50727081298828, -11.30632209777832, -11.314413070678711, -10.005027770996094, -9.503374099731445, -12.64024543762207, -11.004311561584473, -11.514856338500977, -12.115827560424805, -11.611830711364746, -11.21434211730957, -11.661643981933594, -15.74583625793457, -11.65700912475586, -13.444841384887695, -11.177371978759766, -11.790472030639648, -11.818771362304688, -11.739713668823242]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Doctor is ",Doctor,4,Construction Site,0,absent,absent,"[-11.02042007446289, -11.070371627807617, -11.498964309692383, -10.955690383911133, -16.52761459350586, -12.942827224731445, -9.764452934265137, -13.388124465942383, -14.178680419921875, -16.61667823791504, -13.324153900146484, -11.751533508300781, -11.931722640991211, -11.564477920532227, -11.037202835083008, -16.956253051757812, -9.665033340454102, -13.128498077392578, -12.935029983520508, -12.254886627197266, -12.341121673583984, -11.478233337402344, -16.750110626220703, -12.81013298034668, -9.509289741516113, -10.914411544799805, -9.722858428955078, -12.842077255249023, -10.933736801147461, -12.311603546142578, -9.56968879699707, -17.350872039794922, -9.367411613464355, -11.456287384033203, -16.646560668945312, -15.613516807556152, -11.665971755981445, -18.842796325683594, -15.699130058288574, -10.116144180297852, -13.299781799316406, -11.804162979125977, -11.452606201171875, -11.679719924926758, -12.309654235839844, -12.821050643920898, -11.43162727355957, -13.232955932617188, -11.255250930786133, -11.26002311706543]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Doctor is ",Doctor,4,Library,1,absent,absent,"[-16.934232711791992, -16.55046272277832, -17.41532325744629, -15.919678688049316, -17.42485809326172, -15.186447143554688, -17.143268585205078, -16.32686996459961, -16.80069351196289, -17.140100479125977, -16.017431259155273, -17.204486846923828, -15.596170425415039, -15.992284774780273, -16.596654891967773, -17.19116973876953, -16.998092651367188, -20.541410446166992, -18.201461791992188, -15.841508865356445, -15.431472778320312, -14.692665100097656, -16.485668182373047, -15.013486862182617, -17.03398895263672, -17.313142776489258, -17.281654357910156, -18.127870559692383, -15.893882751464844, -16.724140167236328, -16.06107521057129, -15.007476806640625, -16.168956756591797, -16.255374908447266, -16.56252098083496, -14.187057495117188, -17.433448791503906, -17.440643310546875, -16.115896224975586, -17.09247398376465, -16.074922561645508, -16.11054229736328, -17.308927536010742, -16.263355255126953, -15.961312294006348, -16.387311935424805, -16.89230728149414, -15.916594505310059, -15.84942626953125, -15.19304084777832]"
