Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Doctor is ",Doctor,4,Hospital,4,absent,present,"[-15.440841674804688, -11.167579650878906, -13.51710319519043, -14.858747482299805, -14.161661148071289, -15.713279724121094, -15.540884017944336, -16.420368194580078, -14.92686653137207, -15.015289306640625, -15.093923568725586, -15.75454330444336, -15.81113052368164, -10.066070556640625, -11.400436401367188, -16.17605209350586, -13.872406005859375, -12.445972442626953, -14.346461296081543, -15.54427719116211, -15.279367446899414, -13.586980819702148, -15.068246841430664, -15.057218551635742, -13.666952133178711, -14.319742202758789, -14.458844184875488, -13.02151107788086, -11.884367942810059, -16.04485511779785, -15.198238372802734, -14.713373184204102, -12.354534149169922, -13.840965270996094, -15.424759864807129, -13.184450149536133, -15.449563980102539, -14.92264175415039, -14.975775718688965, -14.00521469116211, -13.655390739440918, -14.446266174316406, -14.274920463562012, -12.952078819274902, -15.558238983154297, -13.108529090881348, -10.416227340698242, -13.375768661499023, -13.967761993408203, -10.682884216308594]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Doctor is ",Doctor,4,Park,2,absent,absent,"[-15.229848861694336, -14.901565551757812, -14.980137825012207, -15.859203338623047, -15.818717002868652, -15.163412094116211, -15.929204940795898, -15.47020435333252, -15.342769622802734, -15.066579818725586, -16.5369873046875, -15.393425941467285, -15.03676986694336, -14.89688491821289, -16.732139587402344, -15.231728553771973, -14.699932098388672, -15.273099899291992, -16.262012481689453, -15.571929931640625, -14.091917037963867, -15.21408462524414, -10.995813369750977, -14.104561805725098, -16.53994369506836, -14.917522430419922, -15.537104606628418, -15.89229965209961, -14.784893989562988, -16.583465576171875, -14.530138969421387, -13.331554412841797, -13.253360748291016, -14.936588287353516, -15.520513534545898, -16.13871192932129, -15.18895149230957, -16.428804397583008, -11.674978256225586, -13.953187942504883, -13.861116409301758, -16.469058990478516, -14.412985801696777, -15.609136581420898, -15.844223976135254, -13.74672794342041, -15.694282531738281, -16.246562957763672, -13.211779594421387, -16.83968734741211]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Doctor is ",Doctor,4,Farm,2,absent,absent,"[-13.418285369873047, -16.417423248291016, -14.934839248657227, -16.196670532226562, -15.543312072753906, -15.599273681640625, -15.665885925292969, -13.356618881225586, -14.34554672241211, -12.924335479736328, -16.001737594604492, -14.622540473937988, -15.877365112304688, -15.776949882507324, -13.806063652038574, -15.680166244506836, -13.180713653564453, -17.05440902709961, -16.590747833251953, -15.953512191772461, -10.685836791992188, -15.49456787109375, -9.84893798828125, -15.284687042236328, -15.93513298034668, -15.568679809570312, -11.72364330291748, -14.96608829498291, -15.140630722045898, -15.615179061889648, -15.40353012084961, -11.716792106628418, -15.289318084716797, -15.943037033081055, -16.527565002441406, -16.607891082763672, -12.483315467834473, -14.887138366699219, -16.278940200805664, -12.808618545532227, -15.374626159667969, -14.71949291229248, -15.043169021606445, -14.781025886535645, -15.087665557861328, -16.951488494873047, -15.38669204711914, -15.230241775512695, -15.848657608032227, -16.77515983581543]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Doctor is ",Doctor,4,Church,6,absent,present,"[-15.150001525878906, -16.370853424072266, -16.760522842407227, -16.113475799560547, -14.69968032836914, -17.031246185302734, -16.62302017211914, -15.876432418823242, -16.19082260131836, -16.78590202331543, -11.881375312805176, -14.473993301391602, -16.239225387573242, -17.08354949951172, -16.527772903442383, -16.37840461730957, -10.417959213256836, -14.407686233520508, -14.722164154052734, -16.61522102355957, -17.0151424407959, -16.478649139404297, -10.378108978271484, -15.8631591796875, -16.72831153869629, -16.118810653686523, -14.514379501342773, -16.113445281982422, -15.781621932983398, -15.507101058959961, -17.640052795410156, -15.907394409179688, -16.156246185302734, -15.804733276367188, -12.424663543701172, -14.858798027038574, -11.015880584716797, -16.3804874420166, -13.146015167236328, -15.198923110961914, -16.2467098236084, -11.26223373413086, -16.100040435791016, -14.694952011108398, -16.601158142089844, -15.590118408203125, -14.656352996826172, -16.722915649414062, -17.058841705322266, -14.02480411529541]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Doctor is ",Doctor,4,School,2,absent,absent,"[-16.409507751464844, -11.167520523071289, -16.453454971313477, -15.935728073120117, -12.147263526916504, -14.337724685668945, -13.776617050170898, -15.57246208190918, -16.22048568725586, -14.314725875854492, -16.248607635498047, -15.275382995605469, -10.017772674560547, -14.331932067871094, -14.172739028930664, -15.196420669555664, -15.557306289672852, -15.44969367980957, -14.081279754638672, -10.431281089782715, -15.364215850830078, -14.819467544555664, -12.441389083862305, -14.669401168823242, -14.660955429077148, -14.54427719116211, -15.487049102783203, -16.064273834228516, -15.43266487121582, -15.649988174438477, -13.268509864807129, -15.811454772949219, -15.586458206176758, -15.16484260559082, -15.020474433898926, -14.59072208404541, -15.966238021850586, -16.715200424194336, -15.302865982055664, -15.012989044189453, -15.70039176940918, -10.33711051940918, -16.38674545288086, -15.91488265991211, -15.997177124023438, -15.435857772827148, -15.607393264770508, -15.61681842803955, -16.181819915771484, -14.85384464263916]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Doctor is ",Doctor,4,Bank,0,absent,absent,"[-15.792248725891113, -16.952495574951172, -10.501312255859375, -17.34783172607422, -16.864614486694336, -17.90303611755371, -16.726150512695312, -15.901668548583984, -17.9024600982666, -15.883999824523926, -16.98811912536621, -16.93640899658203, -16.94192123413086, -16.225759506225586, -17.827547073364258, -17.20139503479004, -15.553683280944824, -18.169021606445312, -10.239984512329102, -16.71127700805664, -16.989795684814453, -16.25252342224121, -17.494396209716797, -15.353837966918945, -17.570629119873047, -15.952322959899902, -17.074798583984375, -16.430496215820312, -15.266812324523926, -17.215229034423828, -15.648487091064453, -17.038522720336914, -16.9364013671875, -16.09116554260254, -16.909358978271484, -17.831439971923828, -17.153484344482422, -17.581954956054688, -15.560551643371582, -16.242847442626953, -16.953561782836914, -17.309600830078125, -15.913612365722656, -17.353294372558594, -17.39789390563965, -16.96236801147461, -16.629404067993164, -17.37928009033203, -18.06048011779785, -18.044410705566406]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Doctor is ",Doctor,4,Hotel,2,absent,absent,"[-15.881820678710938, -18.412254333496094, -15.251895904541016, -16.329593658447266, -17.54274559020996, -16.60031509399414, -15.836191177368164, -16.340198516845703, -15.001660346984863, -15.482946395874023, -15.064239501953125, -17.925989151000977, -15.722153663635254, -16.153961181640625, -16.72869300842285, -15.326739311218262, -16.642154693603516, -16.371614456176758, -12.330694198608398, -16.885765075683594, -15.163703918457031, -15.38015079498291, -14.9968843460083, -16.771522521972656, -15.609323501586914, -15.479826927185059, -17.03392791748047, -16.416610717773438, -15.173704147338867, -12.296335220336914, -14.63515853881836, -11.912630081176758, -14.949508666992188, -15.331219673156738, -15.10269546508789, -15.293339729309082, -17.45301055908203, -13.978353500366211, -15.34165096282959, -16.486066818237305, -14.017592430114746, -17.236228942871094, -16.496164321899414, -15.686927795410156, -16.58112907409668, -15.547850608825684, -16.625347137451172, -16.312997817993164, -16.994380950927734, -12.027217864990234]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Doctor is ",Doctor,4,Restaurant,1,absent,absent,"[-13.395721435546875, -11.712991714477539, -10.938928604125977, -12.016767501831055, -10.9718017578125, -10.629663467407227, -12.200967788696289, -14.093917846679688, -12.921210289001465, -11.79947280883789, -13.493674278259277, -10.736116409301758, -11.914522171020508, -11.238973617553711, -12.068817138671875, -11.147172927856445, -11.172286987304688, -11.800895690917969, -13.003318786621094, -9.704184532165527, -10.69759464263916, -13.901985168457031, -12.325855255126953, -11.2911958694458, -12.825319290161133, -12.163297653198242, -14.343130111694336, -9.785465240478516, -11.888208389282227, -13.162580490112305, -11.874094009399414, -9.330400466918945, -10.908889770507812, -11.060527801513672, -10.464353561401367, -10.50858211517334, -11.899288177490234, -12.767303466796875, -12.580604553222656, -12.18259048461914, -10.788961410522461, -12.752107620239258, -11.694940567016602, -11.753437042236328, -11.733497619628906, -10.735208511352539, -12.887651443481445, -10.923751831054688, -11.919981002807617, -10.73074722290039]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Doctor is ",Doctor,4,Construction Site,0,absent,absent,"[-10.557693481445312, -13.488433837890625, -10.975038528442383, -12.580299377441406, -12.906621932983398, -12.493307113647461, -15.430122375488281, -12.987689971923828, -13.55355453491211, -12.118986129760742, -13.146665573120117, -10.550088882446289, -12.12894058227539, -12.585155487060547, -11.764249801635742, -12.52324104309082, -11.229047775268555, -12.529266357421875, -12.3890380859375, -9.796128273010254, -12.983453750610352, -10.963376998901367, -12.335033416748047, -12.326791763305664, -12.390146255493164, -11.970972061157227, -13.38981819152832, -12.683416366577148, -11.886579513549805, -10.07193660736084, -12.871639251708984, -11.000078201293945, -12.174736022949219, -11.38187026977539, -11.628984451293945, -13.468812942504883, -10.723428726196289, -13.085992813110352, -11.011744499206543, -13.4786376953125, -11.333099365234375, -10.59283447265625, -11.424665451049805, -10.732824325561523, -12.345218658447266, -11.718856811523438, -11.526851654052734, -10.912755966186523, -10.484149932861328, -11.34857177734375]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Librarian is in the Studio. The Psychologist is in the Library. The Pharmacist is in the Office Building. The Psychologist is in the Park. The Psychologist is in the Office Building. The Electrician is in the Studio. The Doctor is in the Church. The Pharmacist is in the Clinic. The Journalist is in the Church. The Pharmacist is in the Hospital. The Chef is in the School. The Librarian is in the Laboratory. The Programmer is in the Restaurant. The Builder is in the Clinic. The Clerk is in the Clinic. The Chef is in the Farm. The Teacher is in the University. The Accountant is in the Clinic. The Electrician is in the University. The Pharmacist is in the School. The Librarian is in the Clinic. The Psychologist is in the Church. The Psychologist is in the Hospital. The Pharmacist is in the Courthouse. The Pastor is in the Church. The Chef is in the Hotel. The Teacher is in the Agency. The Psychologist is in the Clinic. The Pharmacist is in the Studio. The Nurse is in the Clinic. The Chef is in the Park. The Electrician is in the Clinic. The Chef is in the Church. The Pharmacist is in the Church. The Pharmacist is in the Agency. The Chef is in the Clinic. The Builder is in the Studio. The Doctor is in the Pharmacy. The Electrician is in the Hospital. The Librarian is in the Factory. The Psychologist is in the Studio. The Librarian is in the University. The Psychologist is in the University. The Pastor is in the Hotel. The Doctor is in the Hospital. The Doctor is in the Clinic. The Pharmacist is in the Farm. The Writer is in the Clinic. The Engineer is in the Clinic. The Artist is in the Agency. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Doctor is ",Doctor,4,Library,1,absent,absent,"[-13.073742866516113, -15.732454299926758, -15.298503875732422, -11.726391792297363, -12.814461708068848, -14.36013126373291, -15.725807189941406, -14.264122009277344, -13.834480285644531, -12.988069534301758, -14.819351196289062, -15.6564359664917, -15.954000473022461, -14.886821746826172, -14.085391998291016, -18.387481689453125, -14.881819725036621, -14.68551254272461, -14.576117515563965, -16.151771545410156, -15.372394561767578, -15.422273635864258, -14.89540958404541, -14.63652515411377, -16.326187133789062, -14.850990295410156, -15.523857116699219, -15.543296813964844, -15.582168579101562, -15.14908218383789, -10.574570655822754, -12.416390419006348, -12.917523384094238, -13.742256164550781, -15.56599235534668, -14.498950958251953, -15.113103866577148, -15.185761451721191, -13.799031257629395, -16.29375648498535, -13.272945404052734, -14.768115997314453, -16.091169357299805, -15.846275329589844, -15.749286651611328, -13.484301567077637, -16.40923500061035, -15.971841812133789, -15.591741561889648, -14.877798080444336]"
