Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Doctor is ",Doctor,1,Hospital,1,absent,absent,"[-15.937219619750977, -15.86793327331543, -15.659911155700684, -17.555767059326172, -16.02206802368164, -16.038972854614258, -16.321924209594727, -17.013431549072266, -15.982686996459961, -14.538016319274902, -15.143901824951172, -16.66362762451172, -14.662077903747559, -14.177574157714844, -14.752073287963867, -14.933792114257812, -14.488791465759277, -15.529611587524414, -14.880098342895508, -15.532746315002441, -14.347573280334473, -16.37711524963379, -14.848909378051758, -15.403974533081055, -16.754833221435547, -15.886927604675293, -15.232549667358398, -17.202970504760742, -15.032145500183105, -16.033464431762695, -16.8477783203125, -16.950334548950195, -15.661845207214355, -15.172504425048828, -15.8546781539917, -17.03375816345215, -16.676353454589844, -14.709166526794434, -15.270496368408203, -16.697555541992188, -15.82403564453125, -12.68874454498291, -15.312080383300781, -17.154804229736328, -16.57837677001953, -16.715351104736328, -15.954202651977539, -16.162132263183594, -15.898622512817383, -17.000747680664062]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Doctor is ",Doctor,1,Park,1,absent,absent,"[-14.654057502746582, -16.41506576538086, -17.71547508239746, -15.786530494689941, -15.865070343017578, -17.015098571777344, -15.824909210205078, -16.367443084716797, -17.43056297302246, -15.540669441223145, -14.687568664550781, -15.917633056640625, -17.04047393798828, -15.676434516906738, -14.610593795776367, -14.033830642700195, -15.900900840759277, -16.85139274597168, -17.166702270507812, -17.256668090820312, -15.519747734069824, -15.396780014038086, -17.1533260345459, -17.072147369384766, -16.1772518157959, -17.945796966552734, -17.039979934692383, -16.40654754638672, -15.732973098754883, -16.89998435974121, -15.679462432861328, -16.845735549926758, -16.762006759643555, -15.033601760864258, -16.32925796508789, -16.764272689819336, -16.66164207458496, -17.838970184326172, -16.455974578857422, -16.520450592041016, -14.80192756652832, -17.356632232666016, -16.565227508544922, -16.87190055847168, -17.66643524169922, -16.632644653320312, -17.546154022216797, -17.109453201293945, -17.106260299682617, -16.12154197692871]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Doctor is ",Doctor,1,Farm,2,absent,absent,"[-15.552815437316895, -16.157468795776367, -16.039682388305664, -16.163463592529297, -15.081766128540039, -16.30684471130371, -14.323203086853027, -16.782878875732422, -16.191070556640625, -17.5172176361084, -14.879066467285156, -15.44863510131836, -16.33234977722168, -15.691545486450195, -15.779054641723633, -16.035259246826172, -15.665891647338867, -14.536839485168457, -15.440842628479004, -16.115055084228516, -17.481155395507812, -17.65592384338379, -15.460872650146484, -14.733844757080078, -16.39013671875, -16.589946746826172, -15.528974533081055, -14.500179290771484, -14.955948829650879, -15.588778495788574, -16.04779052734375, -16.031402587890625, -13.798415184020996, -16.576915740966797, -15.128120422363281, -14.526296615600586, -15.624080657958984, -15.547530174255371, -16.18572998046875, -15.377215385437012, -14.434764862060547, -15.054277420043945, -16.318044662475586, -15.595314025878906, -15.993288040161133, -14.54625129699707, -14.271188735961914, -16.309587478637695, -15.626954078674316, -16.164772033691406]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Doctor is ",Doctor,1,Church,1,absent,absent,"[-16.91284942626953, -15.876236915588379, -14.010478973388672, -16.445344924926758, -16.613279342651367, -16.163917541503906, -14.915948867797852, -16.13424301147461, -16.83285140991211, -16.270008087158203, -15.862394332885742, -15.347942352294922, -16.83538055419922, -16.402896881103516, -16.772401809692383, -17.07316780090332, -17.30475616455078, -17.328397750854492, -15.200742721557617, -15.561674118041992, -16.20273780822754, -16.607419967651367, -16.181076049804688, -17.217411041259766, -13.095314979553223, -17.357837677001953, -16.746240615844727, -16.243499755859375, -15.243192672729492, -17.390504837036133, -17.174470901489258, -16.927919387817383, -17.461837768554688, -16.375812530517578, -15.956161499023438, -16.225906372070312, -15.641446113586426, -17.138065338134766, -15.30558967590332, -16.064289093017578, -15.186717987060547, -16.6395263671875, -16.311376571655273, -16.465091705322266, -15.486024856567383, -15.381668090820312, -16.689754486083984, -14.37896728515625, -15.755340576171875, -14.348051071166992]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Doctor is ",Doctor,1,School,1,absent,absent,"[-12.179168701171875, -15.479682922363281, -15.021001815795898, -13.32235336303711, -15.354986190795898, -15.514751434326172, -14.74415397644043, -16.42603874206543, -17.90032386779785, -15.98426628112793, -17.25733184814453, -14.163152694702148, -12.960837364196777, -13.935468673706055, -14.503438949584961, -15.151422500610352, -14.945417404174805, -13.286666870117188, -13.814993858337402, -14.842453956604004, -16.073442459106445, -14.394244194030762, -14.029312133789062, -14.456280708312988, -15.25709342956543, -16.344486236572266, -14.589134216308594, -14.589996337890625, -13.066961288452148, -16.06467056274414, -16.308305740356445, -12.897013664245605, -15.182573318481445, -13.752276420593262, -14.270814895629883, -15.476705551147461, -15.456070899963379, -14.155057907104492, -13.490421295166016, -15.569086074829102, -14.903396606445312, -15.495893478393555, -14.517914772033691, -13.454607009887695, -16.74705696105957, -15.643318176269531, -16.004697799682617, -14.308246612548828, -14.725162506103516, -17.00053596496582]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Doctor is ",Doctor,1,Bank,1,absent,absent,"[-15.883211135864258, -16.1785945892334, -14.066017150878906, -16.111011505126953, -16.531436920166016, -15.063268661499023, -16.20755386352539, -15.322864532470703, -15.641921997070312, -14.013181686401367, -13.489463806152344, -14.34516716003418, -15.890729904174805, -15.807205200195312, -11.786797523498535, -15.184837341308594, -14.911243438720703, -13.173511505126953, -15.161417007446289, -15.396275520324707, -14.029967308044434, -14.332030296325684, -14.756274223327637, -13.833099365234375, -16.66641616821289, -14.755722045898438, -13.357400894165039, -16.01345443725586, -14.528423309326172, -14.697574615478516, -14.432518005371094, -13.802960395812988, -13.689714431762695, -15.949117660522461, -14.549108505249023, -16.29262924194336, -15.717365264892578, -18.424266815185547, -13.314414978027344, -16.06207847595215, -15.770670890808105, -15.067646026611328, -13.608356475830078, -13.507522583007812, -14.834423065185547, -16.3486270904541, -11.65506649017334, -17.546939849853516, -14.8031005859375, -15.984474182128906]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Doctor is ",Doctor,1,Hotel,1,absent,absent,"[-16.438430786132812, -16.04717254638672, -16.27775764465332, -15.79466438293457, -17.231950759887695, -16.671051025390625, -15.872903823852539, -15.481939315795898, -18.15949249267578, -15.94434642791748, -17.294687271118164, -15.949335098266602, -16.818429946899414, -15.868253707885742, -17.620403289794922, -22.998260498046875, -16.41695213317871, -15.201534271240234, -18.09897804260254, -15.610442161560059, -17.153257369995117, -16.980632781982422, -16.924482345581055, -14.754039764404297, -14.949118614196777, -17.87877082824707, -16.851213455200195, -16.413787841796875, -17.08519172668457, -15.765003204345703, -15.894744873046875, -14.591434478759766, -16.526697158813477, -17.257965087890625, -15.874937057495117, -16.155038833618164, -17.568532943725586, -16.98656463623047, -21.894397735595703, -16.956939697265625, -15.759151458740234, -15.82058048248291, -15.006058692932129, -18.144817352294922, -15.668400764465332, -14.930093765258789, -16.861108779907227, -15.681231498718262, -16.683332443237305, -17.681026458740234]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Doctor is ",Doctor,1,Restaurant,1,absent,absent,"[-11.126289367675781, -12.271276473999023, -12.57200813293457, -16.39398193359375, -9.539909362792969, -11.836727142333984, -11.429597854614258, -10.056568145751953, -11.77086067199707, -16.294008255004883, -15.641757011413574, -11.291908264160156, -16.245759963989258, -12.041501998901367, -11.667098999023438, -10.60995864868164, -9.620258331298828, -11.406932830810547, -11.12049674987793, -12.608776092529297, -11.954954147338867, -11.322641372680664, -10.077547073364258, -11.414388656616211, -11.286466598510742, -10.689128875732422, -10.909688949584961, -10.712600708007812, -9.847076416015625, -10.869207382202148, -9.513872146606445, -10.917303085327148, -12.209796905517578, -11.558544158935547, -12.89793586730957, -13.121114730834961, -12.579607009887695, -11.439727783203125, -10.344791412353516, -11.461475372314453, -11.924003601074219, -8.707305908203125, -9.566560745239258, -8.453010559082031, -11.834175109863281, -12.810556411743164, -15.313056945800781, -15.743475914001465, -10.361011505126953, -10.244171142578125]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Doctor is ",Doctor,1,Construction Site,3,absent,absent,"[-12.259872436523438, -13.433971405029297, -12.102113723754883, -12.719745635986328, -10.466422080993652, -9.799966812133789, -12.848381042480469, -11.25180435180664, -13.923362731933594, -10.084932327270508, -9.022064208984375, -10.83700942993164, -12.619894027709961, -16.73670196533203, -12.202510833740234, -11.100526809692383, -12.958324432373047, -11.19540023803711, -12.585824966430664, -9.663124084472656, -9.5634765625, -10.021078109741211, -11.0960693359375, -12.528169631958008, -11.087745666503906, -9.820470809936523, -11.994407653808594, -9.63637638092041, -11.852218627929688, -10.701011657714844, -11.801897048950195, -11.267515182495117, -12.444007873535156, -15.351659774780273, -11.308004379272461, -11.852041244506836, -11.125507354736328, -10.86338996887207, -10.43885612487793, -11.151296615600586, -11.048906326293945, -12.377786636352539, -10.505077362060547, -9.675941467285156, -12.823127746582031, -11.523483276367188, -10.843870162963867, -10.368326187133789, -9.078343391418457, -10.465215682983398]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Doctor is ",Doctor,1,Library,3,absent,present,"[-15.363059997558594, -14.417679786682129, -14.770912170410156, -13.9801664352417, -15.16158676147461, -17.263668060302734, -16.099550247192383, -14.226917266845703, -15.408464431762695, -15.002852439880371, -14.145891189575195, -15.56954574584961, -16.03494644165039, -14.563043594360352, -15.33111572265625, -14.212453842163086, -14.69967269897461, -16.137012481689453, -14.598648071289062, -15.992467880249023, -13.635801315307617, -15.67642879486084, -15.95779037475586, -15.35898208618164, -15.788383483886719, -14.74652099609375, -15.798406600952148, -15.337369918823242, -12.77059555053711, -15.235184669494629, -11.373130798339844, -15.7003173828125, -16.064956665039062, -14.11251449584961, -15.414823532104492, -14.749994277954102, -16.422283172607422, -14.054521560668945, -14.115373611450195, -14.913732528686523, -14.482709884643555, -15.663507461547852, -15.857316970825195, -14.843748092651367, -14.143165588378906, -15.175411224365234, -13.771994590759277, -14.584733009338379, -12.898286819458008, -17.04107666015625]"
