Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Doctor is ",Doctor,1,Hospital,1,absent,absent,"[-15.17420768737793, -14.69066047668457, -14.658634185791016, -15.276142120361328, -12.976479530334473, -14.139673233032227, -14.8751220703125, -13.349994659423828, -14.853824615478516, -14.198055267333984, -16.484634399414062, -14.346624374389648, -11.77168083190918, -13.608468055725098, -14.675887107849121, -15.120809555053711, -13.932085990905762, -14.35845947265625, -13.958965301513672, -15.68695068359375, -14.599010467529297, -15.104080200195312, -14.414986610412598, -15.206365585327148, -12.957121849060059, -15.602941513061523, -13.836624145507812, -14.282268524169922, -16.25007438659668, -14.564327239990234, -14.573341369628906, -14.78196907043457, -15.066106796264648, -13.656486511230469, -15.018983840942383, -14.942119598388672, -14.294137954711914, -15.031548500061035, -15.121807098388672, -14.770763397216797, -16.013790130615234, -15.017332077026367, -11.391793251037598, -15.712444305419922, -14.941217422485352, -15.514177322387695, -13.664368629455566, -13.680871963500977, -13.16530990600586, -14.192998886108398]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Doctor is ",Doctor,1,Park,1,absent,absent,"[-10.748645782470703, -14.234230041503906, -15.862382888793945, -15.639425277709961, -15.768550872802734, -10.85101318359375, -11.65402603149414, -14.591353416442871, -15.825556755065918, -15.074543952941895, -15.281928062438965, -15.926735877990723, -14.27932357788086, -15.326550483703613, -15.104689598083496, -16.54383659362793, -15.757122039794922, -14.738809585571289, -14.498509407043457, -15.749774932861328, -10.885175704956055, -15.35446548461914, -15.131020545959473, -15.868621826171875, -15.335594177246094, -15.771641731262207, -14.980843544006348, -16.848892211914062, -14.9906644821167, -15.130861282348633, -16.529226303100586, -16.188772201538086, -15.391758918762207, -11.885875701904297, -14.799467086791992, -15.528727531433105, -16.371654510498047, -14.71744155883789, -15.016502380371094, -15.898284912109375, -15.559429168701172, -16.222370147705078, -12.770219802856445, -13.840886116027832, -14.811676025390625, -16.159109115600586, -12.072918891906738, -11.957112312316895, -15.881861686706543, -15.486677169799805]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Doctor is ",Doctor,1,Farm,2,absent,absent,"[-10.323081016540527, -14.05191421508789, -14.638638496398926, -9.649822235107422, -14.503137588500977, -13.560972213745117, -14.787759780883789, -14.141603469848633, -15.129901885986328, -11.032041549682617, -10.891342163085938, -12.928631782531738, -13.6615571975708, -15.474035263061523, -14.068986892700195, -15.904232025146484, -14.39863395690918, -16.869281768798828, -14.220661163330078, -14.15489387512207, -14.216852188110352, -12.066214561462402, -15.536479949951172, -14.720829963684082, -14.363361358642578, -13.589057922363281, -15.816492080688477, -13.741792678833008, -14.07919692993164, -15.101102828979492, -13.208974838256836, -15.03592300415039, -14.388121604919434, -15.606292724609375, -10.573935508728027, -14.103439331054688, -14.996826171875, -12.979997634887695, -14.248395919799805, -14.43737506866455, -13.129280090332031, -13.022174835205078, -14.69639778137207, -12.391637802124023, -13.719008445739746, -15.634881973266602, -15.552774429321289, -14.812769889831543, -13.488506317138672, -13.402668952941895]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Doctor is ",Doctor,1,Church,1,absent,absent,"[-15.355785369873047, -16.101699829101562, -14.914139747619629, -15.764049530029297, -16.009532928466797, -15.060127258300781, -15.440580368041992, -16.576478958129883, -10.334968566894531, -11.074846267700195, -10.391376495361328, -16.810693740844727, -14.027436256408691, -15.946910858154297, -15.203134536743164, -15.367834091186523, -15.853744506835938, -15.699943542480469, -15.75212287902832, -16.56836700439453, -15.352073669433594, -13.968996047973633, -13.234291076660156, -14.248154640197754, -15.157636642456055, -14.990598678588867, -14.980064392089844, -17.30402183532715, -16.713197708129883, -14.190113067626953, -15.422027587890625, -16.43446159362793, -15.120306015014648, -16.146514892578125, -16.275779724121094, -11.927821159362793, -14.569795608520508, -13.968297958374023, -16.029434204101562, -15.751819610595703, -15.111101150512695, -15.858293533325195, -12.51761245727539, -16.104265213012695, -13.312102317810059, -15.934185028076172, -16.548748016357422, -16.28571128845215, -15.266494750976562, -16.251773834228516]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Doctor is ",Doctor,1,School,1,absent,absent,"[-16.617382049560547, -13.314021110534668, -9.693071365356445, -13.48956298828125, -12.100436210632324, -11.265247344970703, -14.675912857055664, -13.22591495513916, -15.330192565917969, -15.940107345581055, -14.277864456176758, -13.076854705810547, -14.815160751342773, -13.51803207397461, -14.374626159667969, -14.34225845336914, -16.028024673461914, -9.79886531829834, -15.480175018310547, -14.585714340209961, -12.42397689819336, -15.35455322265625, -14.534534454345703, -15.09018325805664, -15.638935089111328, -15.442546844482422, -14.064054489135742, -14.69271469116211, -14.62144660949707, -14.93328857421875, -11.97901725769043, -14.898744583129883, -14.311963081359863, -13.798221588134766, -13.88051700592041, -14.276800155639648, -15.008415222167969, -14.026153564453125, -14.715845108032227, -12.481342315673828, -13.327165603637695, -11.32876205444336, -15.23387336730957, -13.906501770019531, -14.286016464233398, -11.117105484008789, -16.034631729125977, -13.554119110107422, -15.55482292175293, -14.146397590637207]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Doctor is ",Doctor,1,Bank,1,absent,absent,"[-15.822782516479492, -15.64870834350586, -16.070999145507812, -16.092205047607422, -14.054988861083984, -16.602670669555664, -15.316690444946289, -16.137243270874023, -17.39937400817871, -16.489368438720703, -17.360599517822266, -14.652414321899414, -13.514335632324219, -14.939878463745117, -14.732203483581543, -15.733139038085938, -15.790923118591309, -16.80042266845703, -14.142107009887695, -14.825569152832031, -16.113452911376953, -15.332504272460938, -15.905799865722656, -15.552688598632812, -12.128393173217773, -15.523242950439453, -14.053482055664062, -14.26414680480957, -13.926664352416992, -15.242637634277344, -17.081745147705078, -13.42506217956543, -14.894535064697266, -15.382204055786133, -15.084161758422852, -14.767919540405273, -15.411489486694336, -14.108184814453125, -16.551856994628906, -16.96912956237793, -14.221321105957031, -14.242332458496094, -16.52230453491211, -15.8104248046875, -16.32191276550293, -13.883806228637695, -16.890735626220703, -16.640323638916016, -16.23216438293457, -16.628379821777344]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Doctor is ",Doctor,1,Hotel,1,absent,absent,"[-15.908496856689453, -14.296186447143555, -16.856643676757812, -16.437358856201172, -16.179550170898438, -16.228012084960938, -14.22250747680664, -15.540363311767578, -15.68751335144043, -15.409049987792969, -15.316036224365234, -15.854583740234375, -15.404682159423828, -17.0319881439209, -14.823090553283691, -15.267654418945312, -14.830215454101562, -15.791902542114258, -16.261882781982422, -16.113941192626953, -15.874750137329102, -16.183210372924805, -16.25168228149414, -15.983652114868164, -16.98204231262207, -11.976274490356445, -16.29139518737793, -15.387744903564453, -16.081558227539062, -15.4598388671875, -17.46615219116211, -16.502994537353516, -15.899229049682617, -16.343521118164062, -16.452579498291016, -15.957624435424805, -16.722305297851562, -15.276768684387207, -16.484996795654297, -15.928821563720703, -14.404579162597656, -16.03678321838379, -15.399792671203613, -14.713309288024902, -15.915525436401367, -15.597339630126953, -16.424072265625, -16.83164405822754, -16.384204864501953, -16.173221588134766]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Doctor is ",Doctor,1,Restaurant,1,absent,absent,"[-13.096586227416992, -12.81491470336914, -11.81142807006836, -10.459851264953613, -10.604635238647461, -10.105344772338867, -10.192399978637695, -11.197683334350586, -9.475360870361328, -11.611413955688477, -10.784284591674805, -10.71536636352539, -8.560888290405273, -11.409236907958984, -10.753080368041992, -11.667461395263672, -11.73304557800293, -12.031637191772461, -11.742645263671875, -11.03493881225586, -10.638015747070312, -12.59754753112793, -10.572500228881836, -9.956897735595703, -9.773382186889648, -10.512847900390625, -9.636781692504883, -10.383075714111328, -13.229897499084473, -9.84518051147461, -10.585357666015625, -10.319198608398438, -9.620494842529297, -9.820318222045898, -10.848993301391602, -11.616085052490234, -11.054466247558594, -10.080663681030273, -11.268735885620117, -10.494821548461914, -10.762022018432617, -11.257328033447266, -10.903888702392578, -11.158397674560547, -12.423873901367188, -11.783727645874023, -10.111618041992188, -10.697477340698242, -12.39130973815918, -7.871023178100586]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Doctor is ",Doctor,1,Construction Site,3,absent,absent,"[-10.909505844116211, -10.358918190002441, -9.748342514038086, -10.548370361328125, -12.323175430297852, -10.449777603149414, -10.947763442993164, -13.086267471313477, -9.241064071655273, -9.378335952758789, -10.502986907958984, -10.669252395629883, -12.364327430725098, -11.013652801513672, -11.361886978149414, -11.312356948852539, -11.653568267822266, -11.493824005126953, -12.894231796264648, -10.123891830444336, -11.019451141357422, -10.901956558227539, -11.81917953491211, -10.36829948425293, -11.080242156982422, -10.050798416137695, -12.195812225341797, -11.136743545532227, -10.731508255004883, -10.876754760742188, -11.159896850585938, -9.861655235290527, -9.865642547607422, -11.781463623046875, -10.108964920043945, -10.66041374206543, -10.804779052734375, -10.399412155151367, -11.709976196289062, -10.179271697998047, -10.203943252563477, -9.622283935546875, -10.606831550598145, -10.371358871459961, -11.623970031738281, -12.541128158569336, -9.86378288269043, -11.149169921875, -10.63693618774414, -10.476877212524414]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Doctor is ",Doctor,1,Library,3,absent,present,"[-14.1942138671875, -13.719558715820312, -9.401945114135742, -15.869230270385742, -14.095853805541992, -15.270549774169922, -15.109823226928711, -13.784595489501953, -13.320124626159668, -14.13543701171875, -14.070924758911133, -14.978140830993652, -13.658390998840332, -14.91965103149414, -16.150087356567383, -13.409605979919434, -10.398345947265625, -15.585262298583984, -14.895232200622559, -13.779963493347168, -10.280861854553223, -14.90234375, -13.733423233032227, -13.888450622558594, -14.898812294006348, -13.78304672241211, -14.600170135498047, -15.00473690032959, -15.366767883300781, -14.807233810424805, -12.724395751953125, -14.859331130981445, -14.059843063354492, -14.878183364868164, -13.69906234741211, -15.34370231628418, -14.912059783935547, -14.509580612182617, -14.211688995361328, -13.641122817993164, -13.884737014770508, -15.110908508300781, -14.368709564208984, -15.452005386352539, -14.653926849365234, -14.446901321411133, -11.667558670043945, -15.120084762573242, -10.520956993103027, -15.801040649414062]"
