Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Doctor is ",Doctor,1,Hospital,1,absent,absent,[-14.606391906738281]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Doctor is ",Doctor,1,Park,1,absent,absent,[-16.020427703857422]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Doctor is ",Doctor,1,Farm,2,absent,absent,[-14.671611785888672]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Doctor is ",Doctor,1,Church,1,absent,absent,[-15.77210807800293]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Doctor is ",Doctor,1,School,1,absent,absent,[-14.75204849243164]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Doctor is ",Doctor,1,Bank,1,absent,absent,[-15.85917854309082]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Doctor is ",Doctor,1,Hotel,1,absent,absent,[-16.507070541381836]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Doctor is ",Doctor,1,Restaurant,1,absent,absent,[-11.103845596313477]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Doctor is ",Doctor,1,Construction Site,3,absent,absent,[-11.147192001342773]
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Doctor is ",Doctor,1,Library,3,absent,present,[-14.65526008605957]
