Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category,stimulus_prob
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Doctor is ",Doctor,1,Hospital,0,absent,absent,"[-14.902210235595703, -16.326820373535156, -14.70694351196289, -15.985929489135742, -15.500791549682617, -14.872297286987305, -11.346928596496582, -13.57331657409668, -13.819737434387207, -14.754951477050781, -14.5780029296875, -15.281635284423828, -13.887150764465332, -14.728245735168457, -15.268217086791992, -14.61223030090332, -14.410591125488281, -10.609285354614258, -16.784053802490234, -11.921365737915039, -14.934179306030273, -15.54039192199707, -15.360288619995117, -15.571517944335938, -15.062582015991211, -13.123624801635742, -16.354049682617188, -15.719304084777832, -14.990755081176758, -15.51948356628418, -14.208070755004883, -14.653449058532715, -15.553460121154785, -13.929022789001465, -15.3062105178833, -15.117561340332031, -14.57879638671875, -15.737716674804688, -15.843094825744629, -14.566400527954102, -14.588349342346191, -11.5380220413208, -14.953054428100586, -14.731807708740234, -16.283977508544922, -16.500244140625, -14.430017471313477, -14.963979721069336, -14.61522102355957, -14.954936027526855]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Doctor is ",Doctor,1,Park,1,absent,absent,"[-13.500909805297852, -14.829395294189453, -15.93305492401123, -16.543437957763672, -14.99565315246582, -11.624734878540039, -15.092306137084961, -14.421417236328125, -15.20050048828125, -15.206168174743652, -16.479686737060547, -15.717889785766602, -14.647093772888184, -14.271095275878906, -15.0997953414917, -13.6083345413208, -14.328499794006348, -15.006341934204102, -15.859333992004395, -14.980432510375977, -15.154691696166992, -13.036385536193848, -14.778624534606934, -13.332457542419434, -15.829891204833984, -16.469932556152344, -15.37244701385498, -11.133695602416992, -15.62820053100586, -10.578800201416016, -15.21340274810791, -15.949799537658691, -11.499414443969727, -15.94235897064209, -13.713221549987793, -15.727876663208008, -14.782273292541504, -14.584822654724121, -13.676332473754883, -15.432445526123047, -13.286724090576172, -15.278800964355469, -15.803948402404785, -14.198705673217773, -13.515291213989258, -15.572484970092773, -14.040678977966309, -14.771112442016602, -14.814979553222656, -14.711400985717773]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Doctor is ",Doctor,1,Farm,0,absent,absent,"[-15.344748497009277, -14.078309059143066, -14.925423622131348, -15.277817726135254, -14.618783950805664, -15.1484956741333, -14.204343795776367, -14.2524995803833, -15.30375862121582, -14.09614372253418, -15.5751314163208, -13.668684959411621, -15.395853042602539, -15.158856391906738, -15.51756763458252, -15.349549293518066, -15.483712196350098, -14.408183097839355, -14.760200500488281, -15.036861419677734, -14.616121292114258, -15.669027328491211, -14.363885879516602, -13.043715476989746, -12.82418155670166, -15.530386924743652, -12.302997589111328, -14.68266487121582, -12.805798530578613, -12.833219528198242, -15.1627197265625, -13.671846389770508, -15.169248580932617, -13.33763313293457, -15.083409309387207, -14.745080947875977, -10.859970092773438, -13.879661560058594, -14.313937187194824, -13.80322265625, -14.427877426147461, -16.111801147460938, -14.359020233154297, -15.032821655273438, -10.318065643310547, -14.282203674316406, -14.571938514709473, -16.04050064086914, -14.998453140258789, -13.289716720581055]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Doctor is ",Doctor,1,Church,2,absent,absent,"[-16.772958755493164, -15.747432708740234, -16.052379608154297, -15.983308792114258, -14.014875411987305, -15.391282081604004, -14.039487838745117, -15.512803077697754, -16.615768432617188, -16.579763412475586, -10.823589324951172, -15.237686157226562, -16.07451820373535, -14.63082218170166, -11.046871185302734, -14.702642440795898, -14.89614486694336, -15.194402694702148, -15.55026626586914, -15.197022438049316, -15.595312118530273, -15.369237899780273, -15.115896224975586, -15.605217933654785, -15.115328788757324, -15.69306755065918, -14.962301254272461, -14.935311317443848, -15.847095489501953, -14.459715843200684, -15.609634399414062, -15.728328704833984, -14.346441268920898, -13.959522247314453, -15.954086303710938, -14.461978912353516, -14.615511894226074, -16.576318740844727, -15.704399108886719, -12.533366203308105, -16.709447860717773, -10.596242904663086, -14.16691780090332, -16.523639678955078, -13.685997009277344, -15.76022720336914, -14.856863021850586, -15.550182342529297, -14.049522399902344, -15.498491287231445]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Doctor is ",Doctor,1,School,3,absent,absent,"[-14.66590404510498, -10.32092571258545, -14.703176498413086, -14.638516426086426, -13.75365161895752, -14.697200775146484, -12.792064666748047, -13.329618453979492, -14.409847259521484, -13.241411209106445, -14.322486877441406, -10.928414344787598, -14.820686340332031, -13.921192169189453, -14.09309196472168, -15.563098907470703, -13.955669403076172, -11.948803901672363, -14.81573486328125, -10.025016784667969, -15.07718276977539, -12.316976547241211, -14.01545524597168, -13.835128784179688, -14.309419631958008, -14.724376678466797, -12.766683578491211, -12.196327209472656, -14.751508712768555, -14.764619827270508, -15.29935073852539, -13.887054443359375, -15.235082626342773, -14.58557415008545, -13.275738716125488, -14.883091926574707, -15.160154342651367, -13.874256134033203, -13.821732521057129, -13.077771186828613, -15.092966079711914, -14.489871978759766, -13.898950576782227, -14.101615905761719, -12.609114646911621, -13.44350814819336, -14.865394592285156, -14.923704147338867, -13.804014205932617, -12.24943733215332]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Doctor is ",Doctor,1,Bank,1,absent,absent,"[-15.290348052978516, -13.519309997558594, -16.459007263183594, -13.586479187011719, -15.109461784362793, -14.119454383850098, -11.569755554199219, -14.732156753540039, -15.036075592041016, -15.795507431030273, -13.92788314819336, -14.448532104492188, -16.450273513793945, -13.216797828674316, -16.584125518798828, -14.847391128540039, -14.76986312866211, -15.457155227661133, -14.385971069335938, -15.224715232849121, -13.191920280456543, -15.981995582580566, -14.279647827148438, -14.821052551269531, -16.295337677001953, -14.94102954864502, -14.52294635772705, -14.237771034240723, -15.333415985107422, -14.232198715209961, -13.292989730834961, -15.6790189743042, -14.203272819519043, -14.992197036743164, -14.392909049987793, -14.497842788696289, -15.465306282043457, -14.525642395019531, -14.650277137756348, -14.926642417907715, -16.09423065185547, -15.958124160766602, -15.405173301696777, -16.194236755371094, -14.364351272583008, -13.778850555419922, -15.003778457641602, -15.210039138793945, -13.309653282165527, -14.623956680297852]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Doctor is ",Doctor,1,Hotel,1,absent,absent,"[-15.671717643737793, -15.507040023803711, -13.444013595581055, -16.42342185974121, -14.030403137207031, -14.897771835327148, -14.114984512329102, -15.171085357666016, -13.119686126708984, -14.487220764160156, -13.135688781738281, -14.05886173248291, -14.961197853088379, -15.553357124328613, -13.485490798950195, -13.780861854553223, -13.454926490783691, -16.68447494506836, -15.793720245361328, -13.388298988342285, -15.329161643981934, -15.54322624206543, -15.262158393859863, -14.335040092468262, -14.899232864379883, -14.168510437011719, -14.27869701385498, -14.369596481323242, -14.808544158935547, -15.436355590820312, -11.885644912719727, -13.037274360656738, -15.552068710327148, -14.343194007873535, -15.087984085083008, -15.556741714477539, -17.071979522705078, -16.592788696289062, -16.790630340576172, -12.389348983764648, -16.249303817749023, -14.437154769897461, -15.601963996887207, -14.744568824768066, -14.612654685974121, -15.781088829040527, -15.315369606018066, -15.794822692871094, -14.278303146362305, -15.813124656677246]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Doctor is ",Doctor,1,Restaurant,0,absent,absent,"[-13.28890609741211, -10.377555847167969, -13.22021484375, -11.479328155517578, -9.526880264282227, -9.958024024963379, -13.027839660644531, -10.169843673706055, -12.020578384399414, -10.524127960205078, -11.663408279418945, -12.784889221191406, -11.565023422241211, -11.384084701538086, -9.588687896728516, -10.258922576904297, -12.235698699951172, -12.215835571289062, -11.037054061889648, -10.704255104064941, -12.267190933227539, -11.808181762695312, -10.85689926147461, -12.053356170654297, -11.06532096862793, -14.010364532470703, -11.220977783203125, -16.751338958740234, -9.669694900512695, -10.868830680847168, -12.45220947265625, -11.479616165161133, -9.822532653808594, -11.855216979980469, -10.465445518493652, -10.723896026611328, -10.77177619934082, -11.68292236328125, -9.533748626708984, -9.68743896484375, -9.825172424316406, -13.005046844482422, -8.087493896484375, -13.083950996398926, -10.641672134399414, -11.526374816894531, -11.386541366577148, -10.76905632019043, -13.960504531860352, -10.521655082702637]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Doctor is ",Doctor,1,Construction Site,0,absent,absent,"[-11.142610549926758, -10.167943954467773, -15.098405838012695, -12.047727584838867, -10.905721664428711, -11.008464813232422, -10.569364547729492, -11.374574661254883, -10.968982696533203, -10.047280311584473, -10.30868148803711, -10.771781921386719, -11.395747184753418, -9.546357154846191, -12.417625427246094, -13.040910720825195, -10.442127227783203, -13.239582061767578, -8.648113250732422, -11.596603393554688, -11.55856704711914, -10.228410720825195, -9.88650894165039, -11.111204147338867, -10.779354095458984, -11.639402389526367, -11.873085021972656, -12.555034637451172, -10.63385009765625, -10.82051944732666, -11.399330139160156, -9.581808090209961, -11.031679153442383, -11.12429428100586, -10.859621047973633, -12.031515121459961, -12.997041702270508, -11.07427978515625, -11.662433624267578, -12.629854202270508, -11.942949295043945, -11.306594848632812, -9.502190589904785, -10.906309127807617, -11.816967010498047, -11.297313690185547, -13.146084785461426, -12.567132949829102, -11.84052848815918, -10.504499435424805]"
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Nurse is in the Studio. The Nurse is in the University. The Police Officer is in the Bank. The Programmer is in the Laboratory. The Architect is in the School. The Engineer is in the Pharmacy. The Pastor is in the University. The Doctor is in the Agency. The Builder is in the Church. The Chef is in the Church. The Lawyer is in the Clinic. The Electrician is in the Clinic. The Clerk is in the Library. The Librarian is in the Factory. The Engineer is in the Park. The Psychologist is in the Police Station. The Librarian is in the Pharmacy. The Librarian is in the Library. The Police Officer is in the Courthouse. The Journalist is in the Pharmacy. The Builder is in the Office Building. The Pharmacist is in the Courthouse. The Lawyer is in the Hotel. The Electrician is in the School. The Police Officer is in the University. The Lawyer is in the School. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Doctor is ",Doctor,1,Library,2,absent,absent,"[-10.659940719604492, -15.917543411254883, -15.06070327758789, -14.731447219848633, -14.306440353393555, -13.82640266418457, -14.558609008789062, -14.12856388092041, -14.539793014526367, -15.02884292602539, -16.115097045898438, -14.03199577331543, -15.312146186828613, -13.291804313659668, -13.817167282104492, -11.180381774902344, -14.337039947509766, -13.738840103149414, -14.229143142700195, -14.707404136657715, -16.175628662109375, -15.456947326660156, -15.041889190673828, -14.110685348510742, -16.093551635742188, -13.944326400756836, -15.261201858520508, -14.407075881958008, -14.719648361206055, -15.579845428466797, -14.572942733764648, -12.241968154907227, -15.137998580932617, -15.746919631958008, -15.333717346191406, -14.09864616394043, -14.851255416870117, -13.850993156433105, -15.158279418945312, -14.502862930297852, -13.696325302124023, -14.878204345703125, -13.909497261047363, -14.148408889770508, -15.812112808227539, -11.856379508972168, -12.222490310668945, -10.62683391571045, -14.715202331542969, -14.278454780578613]"
